Cấp Lớp,Môn học,Chủ đề,Mức độ khó,Loại Câu Hỏi,Câu hỏi,Đáp án 1,Đáp án 2,Đáp án 3,Đáp án 4,Đáp án đúng,Lời giải
5,vietnamese,viet6,hard,true_false,Dựa vào bài học số 1177: Đúng hay Sai: Câu văn 'Bạn Hương rất quê hương' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,easy,comparison,Dựa vào bài học số 1178: Số tiếng (âm tiết) của từ 'đặc sản' ... Số tiếng của từ 'trường'.,=,>,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,medium,sequence,Dựa vào bài học số 1179: Sắp xếp chữ cái để tạo thành từ đúng: 'hương sắc' -> ơ ưắgshcn là từ gì?,hương sắca,bhương sắc,hương sắc,chương sắc,hương sắc,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,hard,drag_drop,Dựa vào bài học số 1180: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,ngủ,học tập,phá hoại,lười biếng,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,easy,multiple_choice,Dựa vào bài học số 1181: Tìm từ trái nghĩa với từ 'thơ mộng' trong các từ sau:,Trái nghĩa với thơ mộng,Một từ khác,Đồng nghĩa với thơ mộng,Không có,Trái nghĩa với thơ mộng,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,medium,fill_blank,"Dựa vào bài học số 1182: Từ 'phong phú' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Tính từ,Danh từ,Động từ,Trạng từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,hard,true_false,Dựa vào bài học số 1183: Đúng hay Sai: Câu văn 'Bạn Chi rất truyền thống' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,easy,comparison,Dựa vào bài học số 1184: Số tiếng (âm tiết) của từ 'bản sắc' ... Số tiếng của từ 'trường'.,>,<,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,medium,sequence,Dựa vào bài học số 1185: Sắp xếp chữ cái để tạo thành từ đúng: 'quê hương' -> ưêgn huơq là từ gì?,quê hươnga,quê hương,bquê hương,cquê hương,quê hương,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,hard,drag_drop,Dựa vào bài học số 1186: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,ngủ,học tập,lười biếng,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet6,easy,multiple_choice,Dựa vào bài học số 1187: Tìm từ trái nghĩa với từ 'hương sắc' trong các từ sau:,Đồng nghĩa với hương sắc,Không có,Một từ khác,Trái nghĩa với hương sắc,Trái nghĩa với hương sắc,Ôn luyện Tiếng Việt 5 - Chủ đề Hương sắc trăm miền
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1201: Tìm từ trái nghĩa với từ 'cha ông' trong các từ sau:,Đồng nghĩa với cha ông,Một từ khác,Trái nghĩa với cha ông,Không có,Trái nghĩa với cha ông,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1202: Từ 'tiếp bước' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Danh từ,Động từ,Tính từ,Đại từ,Động từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1203: Đúng hay Sai: Câu văn 'Bạn Chi rất tự hào' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1204: Số tiếng (âm tiết) của từ 'lịch sử' ... Số tiếng của từ 'trường'.,=,>,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1205: Sắp xếp chữ cái để tạo thành từ đúng: 'anh hùng' -> nn hùhga là từ gì?,banh hùng,canh hùng,anh hùnga,anh hùng,anh hùng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1206: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,học tập,lười biếng,ngủ,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1207: Tìm từ trái nghĩa với từ 'chiến công' trong các từ sau:,Không có,Đồng nghĩa với chiến công,Trái nghĩa với chiến công,Một từ khác,Trái nghĩa với chiến công,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1208: Từ 'bảo vệ' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Động từ,Danh từ,Đại từ,Tính từ,Động từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1209: Đúng hay Sai: Câu văn 'Bạn Quân rất cha ông' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1210: Số tiếng (âm tiết) của từ 'tiếp bước' ... Số tiếng của từ 'trường'.,=,<,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1211: Sắp xếp chữ cái để tạo thành từ đúng: 'tự hào' ->  othàự là từ gì?,ctự hào,btự hào,tự hàoa,tự hào,tự hào,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1212: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,học tập,ngủ,lười biếng,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1213: Tìm từ trái nghĩa với từ 'anh hùng' trong các từ sau:,Không có,Đồng nghĩa với anh hùng,Trái nghĩa với anh hùng,Một từ khác,Trái nghĩa với anh hùng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1214: Từ 'dũng cảm' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Trạng từ,Động từ,Tính từ,Danh từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1215: Đúng hay Sai: Câu văn 'Bạn Mai rất chiến công' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1216: Số tiếng (âm tiết) của từ 'bảo vệ' ... Số tiếng của từ 'trường'.,>,=,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1217: Sắp xếp chữ cái để tạo thành từ đúng: 'cha ông' -> ha nôgc là từ gì?,cha ông,bcha ông,ccha ông,cha ônga,cha ông,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1218: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,lười biếng,học tập,ngủ,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1219: Tìm từ trái nghĩa với từ 'tự hào' trong các từ sau:,Trái nghĩa với tự hào,Một từ khác,Đồng nghĩa với tự hào,Không có,Trái nghĩa với tự hào,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1220: Từ 'lịch sử' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Đại từ,Động từ,Danh từ,Tính từ,Danh từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1221: Đúng hay Sai: Câu văn 'Bạn An rất anh hùng' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1222: Số tiếng (âm tiết) của từ 'dũng cảm' ... Số tiếng của từ 'trường'.,<,=,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1223: Sắp xếp chữ cái để tạo thành từ đúng: 'chiến công' -> nnichg ếcô là từ gì?,cchiến công,chiến công,bchiến công,chiến cônga,chiến công,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1224: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,ngủ,lười biếng,phá hoại,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1225: Tìm từ trái nghĩa với từ 'cha ông' trong các từ sau:,Đồng nghĩa với cha ông,Không có,Một từ khác,Trái nghĩa với cha ông,Trái nghĩa với cha ông,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1226: Từ 'tiếp bước' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Đại từ,Tính từ,Danh từ,Động từ,Động từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1227: Đúng hay Sai: Câu văn 'Bạn Minh rất tự hào' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1228: Số tiếng (âm tiết) của từ 'lịch sử' ... Số tiếng của từ 'trường'.,<,>,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1229: Sắp xếp chữ cái để tạo thành từ đúng: 'anh hùng' ->  anùnhhg là từ gì?,banh hùng,canh hùng,anh hùng,anh hùnga,anh hùng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1230: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,học tập,ngủ,lười biếng,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1231: Tìm từ trái nghĩa với từ 'chiến công' trong các từ sau:,Một từ khác,Không có,Đồng nghĩa với chiến công,Trái nghĩa với chiến công,Trái nghĩa với chiến công,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1232: Từ 'bảo vệ' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Đại từ,Tính từ,Danh từ,Động từ,Động từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1233: Đúng hay Sai: Câu văn 'Bạn Khôi rất cha ông' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1234: Số tiếng (âm tiết) của từ 'tiếp bước' ... Số tiếng của từ 'trường'.,=,<,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1235: Sắp xếp chữ cái để tạo thành từ đúng: 'tự hào' ->  toàựh là từ gì?,tự hào,ctự hào,btự hào,tự hàoa,tự hào,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1236: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,học tập,ngủ,lười biếng,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1237: Tìm từ trái nghĩa với từ 'anh hùng' trong các từ sau:,Trái nghĩa với anh hùng,Không có,Một từ khác,Đồng nghĩa với anh hùng,Trái nghĩa với anh hùng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1238: Từ 'dũng cảm' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Trạng từ,Tính từ,Danh từ,Động từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1239: Đúng hay Sai: Câu văn 'Bạn Phong rất chiến công' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1240: Số tiếng (âm tiết) của từ 'bảo vệ' ... Số tiếng của từ 'trường'.,>,=,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1241: Sắp xếp chữ cái để tạo thành từ đúng: 'cha ông' -> cna hôg là từ gì?,ccha ông,bcha ông,cha ông,cha ônga,cha ông,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1242: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,học tập,phá hoại,lười biếng,ngủ,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1243: Tìm từ trái nghĩa với từ 'tự hào' trong các từ sau:,Một từ khác,Trái nghĩa với tự hào,Không có,Đồng nghĩa với tự hào,Trái nghĩa với tự hào,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1244: Từ 'lịch sử' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Danh từ,Động từ,Đại từ,Tính từ,Danh từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1245: Đúng hay Sai: Câu văn 'Bạn Hà rất anh hùng' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1246: Số tiếng (âm tiết) của từ 'dũng cảm' ... Số tiếng của từ 'trường'.,<,>,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1247: Sắp xếp chữ cái để tạo thành từ đúng: 'chiến công' -> hếc nincôg là từ gì?,chiến công,cchiến công,bchiến công,chiến cônga,chiến công,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1248: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,lười biếng,ngủ,học tập,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1249: Tìm từ trái nghĩa với từ 'cha ông' trong các từ sau:,Không có,Trái nghĩa với cha ông,Một từ khác,Đồng nghĩa với cha ông,Trái nghĩa với cha ông,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1250: Từ 'tiếp bước' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Đại từ,Danh từ,Động từ,Tính từ,Động từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1251: Đúng hay Sai: Câu văn 'Bạn Trang rất tự hào' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1252: Số tiếng (âm tiết) của từ 'lịch sử' ... Số tiếng của từ 'trường'.,>,=,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1253: Sắp xếp chữ cái để tạo thành từ đúng: 'anh hùng' -> nhn ùagh là từ gì?,banh hùng,canh hùng,anh hùng,anh hùnga,anh hùng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1254: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,lười biếng,học tập,ngủ,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1255: Tìm từ trái nghĩa với từ 'chiến công' trong các từ sau:,Không có,Trái nghĩa với chiến công,Một từ khác,Đồng nghĩa với chiến công,Trái nghĩa với chiến công,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1256: Từ 'bảo vệ' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Động từ,Danh từ,Đại từ,Tính từ,Động từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1257: Đúng hay Sai: Câu văn 'Bạn Hương rất cha ông' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1258: Số tiếng (âm tiết) của từ 'tiếp bước' ... Số tiếng của từ 'trường'.,=,<,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1259: Sắp xếp chữ cái để tạo thành từ đúng: 'tự hào' ->  tựhoà là từ gì?,tự hào,tự hàoa,btự hào,ctự hào,tự hào,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1260: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,lười biếng,ngủ,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1261: Tìm từ trái nghĩa với từ 'anh hùng' trong các từ sau:,Đồng nghĩa với anh hùng,Một từ khác,Trái nghĩa với anh hùng,Không có,Trái nghĩa với anh hùng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1262: Từ 'dũng cảm' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Động từ,Tính từ,Trạng từ,Danh từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1263: Đúng hay Sai: Câu văn 'Bạn Chi rất chiến công' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1264: Số tiếng (âm tiết) của từ 'bảo vệ' ... Số tiếng của từ 'trường'.,>,<,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1265: Sắp xếp chữ cái để tạo thành từ đúng: 'cha ông' -> cagnh ô là từ gì?,bcha ông,cha ônga,cha ông,ccha ông,cha ông,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1266: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,học tập,ngủ,phá hoại,lười biếng,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1267: Tìm từ trái nghĩa với từ 'tự hào' trong các từ sau:,Đồng nghĩa với tự hào,Một từ khác,Không có,Trái nghĩa với tự hào,Trái nghĩa với tự hào,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1268: Từ 'lịch sử' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Đại từ,Tính từ,Danh từ,Động từ,Danh từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1269: Đúng hay Sai: Câu văn 'Bạn Quân rất anh hùng' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1270: Số tiếng (âm tiết) của từ 'dũng cảm' ... Số tiếng của từ 'trường'.,<,=,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1271: Sắp xếp chữ cái để tạo thành từ đúng: 'chiến công' -> ếchôin cng là từ gì?,chiến cônga,bchiến công,cchiến công,chiến công,chiến công,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1272: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,học tập,ngủ,phá hoại,lười biếng,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1273: Tìm từ trái nghĩa với từ 'cha ông' trong các từ sau:,Trái nghĩa với cha ông,Không có,Một từ khác,Đồng nghĩa với cha ông,Trái nghĩa với cha ông,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1274: Từ 'tiếp bước' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Tính từ,Danh từ,Đại từ,Động từ,Động từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1275: Đúng hay Sai: Câu văn 'Bạn Mai rất tự hào' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1276: Số tiếng (âm tiết) của từ 'lịch sử' ... Số tiếng của từ 'trường'.,>,<,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1277: Sắp xếp chữ cái để tạo thành từ đúng: 'anh hùng' -> ùnan ghh là từ gì?,anh hùnga,anh hùng,banh hùng,canh hùng,anh hùng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1278: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,ngủ,lười biếng,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1279: Tìm từ trái nghĩa với từ 'chiến công' trong các từ sau:,Không có,Trái nghĩa với chiến công,Một từ khác,Đồng nghĩa với chiến công,Trái nghĩa với chiến công,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,fill_blank,"Dựa vào bài học số 1280: Từ 'bảo vệ' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Động từ,Tính từ,Danh từ,Đại từ,Động từ,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,true_false,Dựa vào bài học số 1281: Đúng hay Sai: Câu văn 'Bạn An rất cha ông' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,comparison,Dựa vào bài học số 1282: Số tiếng (âm tiết) của từ 'tiếp bước' ... Số tiếng của từ 'trường'.,>,<,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,medium,sequence,Dựa vào bài học số 1283: Sắp xếp chữ cái để tạo thành từ đúng: 'tự hào' -> hoự àt là từ gì?,tự hào,btự hào,ctự hào,tự hàoa,tự hào,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,hard,drag_drop,Dựa vào bài học số 1284: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,ngủ,phá hoại,lười biếng,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
5,vietnamese,viet7,easy,multiple_choice,Dựa vào bài học số 1285: Tìm từ trái nghĩa với từ 'anh hùng' trong các từ sau:,Không có,Đồng nghĩa với anh hùng,Một từ khác,Trái nghĩa với anh hùng,Trái nghĩa với anh hùng,Ôn luyện Tiếng Việt 5 - Chủ đề Tiếp bước cha ông
